,multiverseid,name,artist,colors,colorIdentity,layout,cmc,rarity,type,subtypes,supertypes,power,toughness,set
9797,373364.0,Gustcloak Sentinel,Mark Zug,[White],[W],normal,4.0,Uncommon,Creature — Human Soldier,"[Human, Soldier]",,3,3,DDL
9798,373371.0,Dawnstrike Paladin,Tyler Jacobson,[White],[W],normal,5.0,Common,Creature — Human Knight,"[Human, Knight]",,2,4,DDL
9799,373336.0,Nobilis of War,Christopher Moeller,"[White, Red]","[W, R]",normal,5.0,Rare,Creature — Spirit Avatar,"[Spirit, Avatar]",,3,4,DDL
9800,373338.0,"Kamahl, Pit Fighter",Kev Walker,[Red],[R],normal,6.0,Rare,Legendary Creature — Human Barbarian,"[Human, Barbarian]",[Legendary],6,1,DDL
9801,373407.0,Condemn,Daren Bader,[White],[W],normal,1.0,Uncommon,Instant,,,,,DDL
9802,373360.0,Daily Regimen,Warren Mahy,[White],[W],normal,1.0,Uncommon,Enchantment — Aura,[Aura],,,,DDL
9803,373405.0,Pay No Heed,Adam Rex,[White],[W],normal,1.0,Common,Instant,,,,,DDL
9804,373381.0,Righteousness,Wayne England,[White],[W],normal,1.0,Uncommon,Instant,,,,,DDL
9805,373343.0,Stand Firm,Matt Cavotta,[White],[W],normal,1.0,Common,Instant,,,,,DDL
9806,373400.0,Magma Jet,Justin Sweet,[Red],[R],normal,2.0,Uncommon,Instant,,,,,DDL
9807,373406.0,Ordeal of Purphoros,Maciej Kuciara,[Red],[R],normal,2.0,Uncommon,Enchantment — Aura,[Aura],,,,DDL
9808,373354.0,Bonds of Faith,Steve Argyle,[White],[W],normal,2.0,Common,Enchantment — Aura,[Aura],,,,DDL
9809,373344.0,Moment of Heroism,Christopher Moeller,[White],[W],normal,2.0,Common,Instant,,,,,DDL
9810,373347.0,Undying Rage,Scott M. Fischer,[Red],[R],normal,3.0,Uncommon,Enchantment — Aura,[Aura],,,,DDL
9811,373358.0,Battle Mastery,Zoltan Boros &amp; Gabor Szikszai,[White],[W],normal,3.0,Uncommon,Enchantment — Aura,[Aura],,,,DDL
9812,373337.0,Griffin Guide,Johann Bodin,[White],[W],normal,3.0,Uncommon,Enchantment — Aura,[Aura],,,,DDL
9813,373372.0,Smite the Monstrous,Jason Felix,[White],[W],normal,4.0,Common,Instant,,,,,DDL
9814,373370.0,Miraculous Recovery,Mark Winters,[White],[W],normal,5.0,Uncommon,Instant,,,,,DDL
9815,373410.0,Winds of Rath,Drew Tucker,[White],[W],normal,5.0,Rare,Sorcery,,,,,DDL
9816,373356.0,Pyrokinesis,Igor Kieryluk,[Red],[R],normal,6.0,Uncommon,Instant,,,,,DDL
9817,373389.0,Boros Guildgate,Noah Bradley,,"[R, W]",normal,,Common,Land — Gate,[Gate],,,,DDL
9818,373401.0,New Benalia,Richard Wright,,[W],normal,,Uncommon,Land,,,,,DDL
9819,373387.0,Mountain,Cliff Childs,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9820,373382.0,Mountain,Jonas De Ro,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9821,373346.0,Mountain,Karl Kopinski,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9822,373411.0,Mountain,Adam Paquette,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9823,373341.0,Plains,Rob Alexander,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,DDL
9824,373369.0,Plains,John Avon,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,DDL
9825,373386.0,Plains,Michael Komarck,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,DDL
9826,373361.0,Plains,Adam Paquette,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,DDL
9827,373384.0,"Polukranos, World Eater",Karl Kopinski,[Green],[G],normal,4.0,Mythic Rare,Legendary Creature — Hydra,[Hydra],[Legendary],5,5,DDL
9828,373399.0,Orcish Lumberjack,Steve Prescott,[Red],"[R, G]",normal,1.0,Common,Creature — Orc,[Orc],,1,1,DDL
9829,373350.0,Deadly Recluse,Warren Mahy,[Green],[G],normal,2.0,Common,Creature — Spider,[Spider],,1,2,DDL
9830,373377.0,Kavu Predator,Dan Scott,[Green],[G],normal,2.0,Uncommon,Creature — Kavu,[Kavu],,2,2,DDL
9831,373340.0,Satyr Hedonist,Chase Stone,[Green],"[G, R]",normal,2.0,Common,Creature — Satyr,[Satyr],,2,1,DDL
9832,373339.0,Zhur-Taa Druid,Mark Winters,"[Red, Green]","[R, G]",normal,2.0,Common,Creature — Human Druid,"[Human, Druid]",,1,1,DDL
9833,373383.0,Blood Ogre,Christopher Moeller,[Red],[R],normal,3.0,Common,Creature — Ogre Warrior,"[Ogre, Warrior]",,2,2,DDL
9834,373416.0,Troll Ascetic,Puddnhead,[Green],[G],normal,3.0,Rare,Creature — Troll Shaman,"[Troll, Shaman]",,3,2,DDL
9835,373409.0,Crowned Ceratok,Steve Prescott,[Green],[G],normal,4.0,Uncommon,Creature — Rhino,[Rhino],,4,3,DDL
9836,373398.0,Gorehorn Minotaurs,Wayne Reynolds,[Red],[R],normal,4.0,Common,Creature — Minotaur Warrior,"[Minotaur, Warrior]",,3,3,DDL
9837,373373.0,Ghor-Clan Savage,Greg Staples,[Green],[G],normal,5.0,Common,Creature — Centaur Berserker,"[Centaur, Berserker]",,2,3,DDL
9838,373363.0,Deus of Calamity,Todd Lockwood,"[Red, Green]","[R, G]",normal,5.0,Rare,Creature — Spirit Avatar,"[Spirit, Avatar]",,6,6,DDL
9839,373366.0,Conquering Manticore,Chris Rahn,[Red],[R],normal,6.0,Rare,Creature — Manticore,[Manticore],,5,5,DDL
9840,373345.0,Crater Hellion,Daren Bader,[Red],[R],normal,6.0,Rare,Creature — Hellion Beast,"[Hellion, Beast]",,6,6,DDL
9841,373393.0,Skarrgan Firebird,Kev Walker,[Red],[R],normal,6.0,Rare,Creature — Phoenix,[Phoenix],,3,3,DDL
9842,373390.0,Valley Rannet,Dave Allsop,"[Red, Green]","[R, G]",normal,6.0,Common,Creature — Beast,[Beast],,6,3,DDL
9843,373394.0,Krosan Tusker,Kev Walker,[Green],[G],normal,7.0,Common,Creature — Boar Beast,"[Boar, Beast]",,6,5,DDL
9844,373413.0,Skarrgan Skybreaker,Dan Scott,"[Red, Green]","[R, G]",normal,7.0,Uncommon,Creature — Giant Shaman,"[Giant, Shaman]",,3,3,DDL
9845,373355.0,Shower of Sparks,Christopher Moeller,[Red],[R],normal,1.0,Common,Instant,,,,,DDL
9846,373348.0,Prey Upon,Dave Kendall,[Green],[G],normal,1.0,Common,Sorcery,,,,,DDL
9847,373365.0,Pyroclasm,John Avon,[Red],[R],normal,2.0,Uncommon,Sorcery,,,,,DDL
9848,373408.0,Regrowth,Dan Scott,[Green],[G],normal,2.0,Uncommon,Sorcery,,,,,DDL
9849,373380.0,Terrifying Presence,Jaime Jones,[Green],[G],normal,2.0,Common,Instant,,,,,DDL
9850,373351.0,Destructive Revelry,Kev Walker,"[Red, Green]","[R, G]",normal,2.0,Uncommon,Instant,,,,,DDL
9851,373362.0,Dragon Blood,Ron Spencer,,,normal,3.0,Uncommon,Artifact,,,,,DDL
9852,373414.0,Volt Charge,Jana Schirmer &amp; Johannes Voss,[Red],[R],normal,3.0,Common,Instant,,,,,DDL
9853,373352.0,Beast Within,Jesper Ejsing,[Green],[G],normal,3.0,Uncommon,Instant,,,,,DDL
9854,373397.0,Fires of Yavimaya,Izzy,"[Red, Green]","[R, G]",normal,3.0,Uncommon,Enchantment,,,,,DDL
9855,373412.0,Kazandu Refuge,Franz Vohwinkel,,"[R, G]",normal,,Uncommon,Land,,,,,DDL
9856,373368.0,Llanowar Reborn,Philip Straub,,[G],normal,,Uncommon,Land,,,,,DDL
9857,373357.0,"Skarrg, the Rage Pits",Martina Pilcerova,,"[R, G]",normal,,Uncommon,Land,,,,,DDL
9858,373392.0,Mountain,John Avon,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9859,373359.0,Mountain,D. Alexander Gregory,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9860,373403.0,Mountain,Dave Kendall,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9861,373378.0,Mountain,Andreas Rocha,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDL
9862,373349.0,Forest,John Avon,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDL
9863,373375.0,Forest,Chippy,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDL
9864,373404.0,Forest,Jonas De Ro,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDL
9865,373374.0,Forest,Ryan Pancoast,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDL
9866,380190.0,"Jace, Architect of Thought",Igor Kieryluk,[Blue],[U],normal,4.0,Mythic Rare,Planeswalker — Jace,[Jace],,,,DDM
9867,380269.0,Chronomaton,Vincent Proce,,,normal,1.0,Uncommon,Artifact Creature — Golem,[Golem],,1,1,DDM
9868,380245.0,Jace's Phantasm,Johann Bodin,[Blue],[U],normal,1.0,Uncommon,Creature — Illusion,[Illusion],,1,1,DDM
9869,380219.0,Phantasmal Bear,Ryan Yee,[Blue],[U],normal,1.0,Common,Creature — Bear Illusion,"[Bear, Illusion]",,2,2,DDM
9870,380263.0,Aether Figment,Thomas M. Baxa,[Blue],[U],normal,2.0,Uncommon,Creature — Illusion,[Illusion],,1,1,DDM
9871,380256.0,Crosstown Courier,Chase Stone,[Blue],[U],normal,2.0,Common,Creature — Vedalken,[Vedalken],,2,1,DDM
9872,380210.0,Dream Stalker,Brian Despain,[Blue],[U],normal,2.0,Common,Creature — Illusion,[Illusion],,1,5,DDM
9873,380275.0,Krovikan Mist,Jeremy Jarvis,[Blue],[U],normal,2.0,Common,Creature — Illusion,[Illusion],,*,*,DDM
9874,380233.0,Merfolk Wayfinder,Christopher Moeller,[Blue],[U],normal,3.0,Uncommon,Creature — Merfolk Scout,"[Merfolk, Scout]",,1,2,DDM
9875,380247.0,Sea Gate Oracle,Daniel Ljunggren,[Blue],[U],normal,3.0,Common,Creature — Human Wizard,"[Human, Wizard]",,1,3,DDM
9876,380202.0,Stealer of Secrets,Michael C. Hayes,[Blue],[U],normal,3.0,Common,Creature — Human Rogue,"[Human, Rogue]",,2,2,DDM
9877,380241.0,Aether Adept,Eric Deschamps,[Blue],[U],normal,3.0,Common,Creature — Human Wizard,"[Human, Wizard]",,2,2,DDM
9878,380252.0,Archaeomancer,Zoltan Boros,[Blue],[U],normal,4.0,Common,Creature — Human Wizard,"[Human, Wizard]",,1,2,DDM
9879,380215.0,Phantasmal Dragon,Wayne Reynolds,[Blue],[U],normal,4.0,Uncommon,Creature — Dragon Illusion,"[Dragon, Illusion]",,5,5,DDM
9880,380228.0,Body Double,Winona Nelson,[Blue],[U],normal,5.0,Rare,Creature — Shapeshifter,[Shapeshifter],,0,0,DDM
9881,380257.0,Leyline Phantom,Ryan Yee,[Blue],[U],normal,5.0,Common,Creature — Illusion,[Illusion],,5,5,DDM
9882,380272.0,Aeon Chronicler,Dan Dos Santos,[Blue],[U],normal,5.0,Rare,Creature — Avatar,[Avatar],,*,*,DDM
9883,380197.0,Riftwing Cloudskate,Carl Critchlow,[Blue],[U],normal,5.0,Uncommon,Creature — Illusion,[Illusion],,2,2,DDM
9884,380206.0,Jace's Mindseeker,Greg Staples,[Blue],[U],normal,6.0,Rare,Creature — Fish Illusion,"[Fish, Illusion]",,4,4,DDM
9885,380243.0,Errant Ephemeron,Luca Zontini,[Blue],[U],normal,7.0,Common,Creature — Illusion,[Illusion],,4,4,DDM
9886,380203.0,Thought Scour,David Rapoza,[Blue],[U],normal,1.0,Common,Instant,,,,,DDM
9887,380253.0,Agoraphobia,Jim Murray,[Blue],[U],normal,2.0,Uncommon,Enchantment — Aura,[Aura],,,,DDM
9888,380188.0,Into the Roil,Kieran Yanner,[Blue],[U],normal,2.0,Common,Instant,,,,,DDM
9889,380199.0,Memory Lapse,Rebecca Guay,[Blue],[U],normal,2.0,Common,Instant,,,,,DDM
9890,380270.0,Prohibit,Adam Rex,[Blue],[U],normal,2.0,Common,Instant,,,,,DDM
9891,380255.0,Remand,Zoltan Boros,[Blue],[U],normal,2.0,Uncommon,Instant,,,,,DDM
9892,380259.0,Claustrophobia,Ryan Pancoast,[Blue],[U],normal,3.0,Common,Enchantment — Aura,[Aura],,,,DDM
9893,380267.0,Griptide,Igor Kieryluk,[Blue],[U],normal,4.0,Common,Instant,,,,,DDM
9894,380216.0,Ray of Command,Andrew Robinson,[Blue],[U],normal,4.0,Common,Instant,,,,,DDM
9895,380201.0,Control Magic,Clint Cearley,[Blue],[U],normal,4.0,Uncommon,Enchantment — Aura,[Aura],,,,DDM
9896,380266.0,Summoner's Bane,Cyril Van Der Haegen,[Blue],[U],normal,4.0,Uncommon,Instant,,,,,DDM
9897,380211.0,Jace's Ingenuity,Igor Kieryluk,[Blue],[U],normal,5.0,Uncommon,Instant,,,,,DDM
9898,380251.0,Future Sight,Dan Scott,[Blue],[U],normal,5.0,Rare,Enchantment,,,,,DDM
9899,380258.0,Spelltwine,Noah Bradley,[Blue],[U],normal,6.0,Rare,Sorcery,,,,,DDM
9900,380232.0,Dread Statuary,Jason A. Engle,,,normal,,Uncommon,Land,,,,,DDM
9901,380231.0,Halimar Depths,Volkan Baga,,[U],normal,,Common,Land,,,,,DDM
9902,380261.0,Island,John Avon,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,DDM
9903,380217.0,Island,Yeong-Hao Han,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,DDM
9904,380223.0,Island,Adam Paquette,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,DDM
9905,380222.0,Island,Richard Wright,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,DDM
9906,380194.0,Island,Richard Wright,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,DDM
9907,380214.0,Vraska the Unseen,Igor Kieryluk,"[Black, Green]","[B, G]",normal,5.0,Mythic Rare,Planeswalker — Vraska,[Vraska],,,,DDM
9908,380250.0,Pulse Tracker,Andrew Robinson,[Black],[B],normal,1.0,Common,Creature — Vampire Rogue,"[Vampire, Rogue]",,1,1,DDM
9909,380212.0,Shadow Alley Denizen,Cynthia Sheppard,[Black],[B],normal,1.0,Common,Creature — Vampire Rogue,"[Vampire, Rogue]",,1,1,DDM
9910,380195.0,Tavern Swindler,Cynthia Sheppard,[Black],[B],normal,2.0,Uncommon,Creature — Human Rogue,"[Human, Rogue]",,2,2,DDM
9911,380207.0,Wight of Precinct Six,Ryan Barger,[Black],[B],normal,2.0,Uncommon,Creature — Zombie,[Zombie],,1,1,DDM
9912,380262.0,Death-Hood Cobra,Jason Felix,[Green],[G],normal,2.0,Common,Creature — Snake,[Snake],,2,2,DDM
9913,380268.0,Gatecreeper Vine,Trevor Claxton,[Green],[G],normal,2.0,Common,Creature — Plant,[Plant],,0,2,DDM
9914,380260.0,River Boa,Paul Bonner,[Green],[G],normal,2.0,Uncommon,Creature — Snake,[Snake],,2,1,DDM
9915,380244.0,Vinelasher Kudzu,Mark Tedin,[Green],[G],normal,2.0,Rare,Creature — Plant,[Plant],,1,1,DDM
9916,380242.0,Putrid Leech,Craig J Spearing,"[Black, Green]","[B, G]",normal,2.0,Common,Creature — Zombie Leech,"[Zombie, Leech]",,2,2,DDM
9917,380189.0,Sadistic Augermage,Nick Percival,[Black],[B],normal,3.0,Common,Creature — Human Wizard,"[Human, Wizard]",,3,1,DDM
9918,380226.0,Slate Street Ruffian,Jim Murray,[Black],[B],normal,3.0,Common,Creature — Human Warrior,"[Human, Warrior]",,2,2,DDM
9919,380248.0,Oran-Rief Recluse,Lars Grant-West,[Green],[G],normal,3.0,Common,Creature — Spider,[Spider],,1,3,DDM
9920,380196.0,Spawnwrithe,Daarken,[Green],[G],normal,3.0,Rare,Creature — Elemental,[Elemental],,2,2,DDM
9921,380230.0,Stonefare Crocodile,Tomasz Jedruszek,[Green],"[G, B]",normal,3.0,Common,Creature — Crocodile,[Crocodile],,3,2,DDM
9922,380265.0,Ohran Viper,Kev Walker,[Green],[G],normal,3.0,Rare,Snow Creature — Snake,[Snake],[Snow],1,3,DDM
9923,380254.0,Corpse Traders,Kev Walker,[Black],[B],normal,4.0,Uncommon,Creature — Human Rogue,"[Human, Rogue]",,3,3,DDM
9924,380200.0,Festerhide Boar,Nils Hamm,[Green],[G],normal,4.0,Common,Creature — Boar,[Boar],,3,3,DDM
9925,380249.0,Mold Shambler,Karl Kopinski,[Green],[G],normal,4.0,Common,Creature — Fungus Beast,"[Fungus, Beast]",,3,3,DDM
9926,380193.0,Highway Robber,Kev Walker,[Black],[B],normal,4.0,Common,Creature — Human Mercenary,"[Human, Mercenary]",,2,2,DDM
9927,380273.0,Nekrataal,Christopher Moeller,[Black],[B],normal,4.0,Uncommon,Creature — Human Assassin,"[Human, Assassin]",,2,1,DDM
9928,380224.0,Reaper of the Wilds,Karl Kopinski,"[Black, Green]","[B, G]",normal,4.0,Rare,Creature — Gorgon,[Gorgon],,4,5,DDM
9929,380236.0,Acidic Slime,Karl Kopinski,[Green],[G],normal,5.0,Uncommon,Creature — Ooze,[Ooze],,2,2,DDM
9930,380205.0,Drooling Groodion,Kev Walker,"[Black, Green]","[B, G]",normal,6.0,Uncommon,Creature — Beast,[Beast],,4,3,DDM
9931,380221.0,Tragic Slip,Christopher Moeller,[Black],[B],normal,1.0,Common,Instant,,,,,DDM
9932,380225.0,Hypnotic Cloud,Randy Gallegos,[Black],[B],normal,2.0,Common,Sorcery,,,,,DDM
9933,380191.0,Night's Whisper,John Severin Brassell,[Black],[B],normal,2.0,Uncommon,Sorcery,,,,,DDM
9934,380238.0,Marsh Casualties,Scott Chou,[Black],[B],normal,2.0,Uncommon,Sorcery,,,,,DDM
9935,380235.0,Treasured Find,Jason Chan,"[Black, Green]","[B, G]",normal,2.0,Uncommon,Sorcery,,,,,DDM
9936,380218.0,Last Kiss,Vance Kovacs,[Black],[B],normal,3.0,Common,Instant,,,,,DDM
9937,380204.0,Stab Wound,Scott Chou,[Black],[B],normal,3.0,Common,Enchantment — Aura,[Aura],,,,DDM
9938,380227.0,Underworld Connections,Yeong-Hao Han,[Black],[B],normal,3.0,Rare,Enchantment — Aura,[Aura],,,,DDM
9939,380246.0,Consume Strength,Adam Rex,"[Black, Green]","[B, G]",normal,3.0,Common,Instant,,,,,DDM
9940,380274.0,Grisly Spectacle,Zoltan Boros,[Black],[B],normal,4.0,Common,Instant,,,,,DDM
9941,380220.0,Golgari Guildgate,Eytan Zana,,"[B, G]",normal,,Common,Land — Gate,[Gate],,,,DDM
9942,380234.0,Rogue's Passage,Christine Choi,,,normal,,Uncommon,Land,,,,,DDM
9943,380213.0,Tainted Wood,Rob Alexander,,"[B, G]",normal,,Uncommon,Land,,,,,DDM
9944,380271.0,Swamp,John Avon,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDM
9945,380239.0,Swamp,Yeong-Hao Han,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDM
9946,380237.0,Swamp,Adam Paquette,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDM
9947,380240.0,Swamp,Richard Wright,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDM
9948,380264.0,Swamp,Richard Wright,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDM
9949,380208.0,Forest,John Avon,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDM
9950,380209.0,Forest,Yeong-Hao Han,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDM
9951,380198.0,Forest,Adam Paquette,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDM
9952,380229.0,Forest,Richard Wright,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDM
9953,380192.0,Forest,Richard Wright,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,DDM
9954,386380.0,Zurgo Helmsmasher,Ryan Alexander Lee,"[White, Black, Red]","[W, B, R]",normal,5.0,Mythic Rare,Legendary Creature — Orc Warrior,"[Orc, Warrior]",[Legendary],7,2,DDN
9955,386319.0,Frenzied Goblin,Carl Critchlow,[Red],[R],normal,1.0,Uncommon,Creature — Goblin Berserker,"[Goblin, Berserker]",,1,1,DDN
9956,386331.0,Infantry Veteran,Zoltan Boros,[White],[W],normal,1.0,Common,Creature — Human Soldier,"[Human, Soldier]",,1,1,DDN
9957,386341.0,Leonin Snarecaster,Kev Walker,[White],[W],normal,2.0,Common,Creature — Cat Soldier,"[Cat, Soldier]",,2,1,DDN
9958,386309.0,Dregscape Zombie,Lars Grant-West,[Black],[B],normal,2.0,Common,Creature — Zombie,[Zombie],,2,1,DDN
9959,386324.0,Goblin Deathraiders,Raymond Swanland,"[Black, Red]","[B, R]",normal,2.0,Common,Creature — Goblin Warrior,"[Goblin, Warrior]",,3,1,DDN
9960,386327.0,Hellraiser Goblin,Karl Kopinski,[Red],[R],normal,3.0,Uncommon,Creature — Goblin Berserker,"[Goblin, Berserker]",,2,2,DDN
9961,386318.0,Fleshbag Marauder,Mark Zug,[Black],[B],normal,3.0,Uncommon,Creature — Zombie Warrior,"[Zombie, Warrior]",,3,1,DDN
9962,386325.0,Goblin Warchief,Greg &amp; Tim Hildebrandt,[Red],[R],normal,3.0,Uncommon,Creature — Goblin Warrior,"[Goblin, Warrior]",,2,2,DDN
9963,386326.0,Hell's Thunder,Karl Kopinski,[Red],[R],normal,3.0,Rare,Creature — Elemental,[Elemental],,4,4,DDN
9964,386337.0,Kathari Bomber,Carl Critchlow,"[Black, Red]","[B, R]",normal,3.0,Common,Creature — Bird Shaman,"[Bird, Shaman]",,2,2,DDN
9965,386364.0,Shambling Remains,Nils Hamm,"[Black, Red]","[B, R]",normal,3.0,Uncommon,Creature — Zombie Horror,"[Zombie, Horror]",,4,3,DDN
9966,386346.0,Mardu Heart-Piercer,Karl Kopinski,[Red],[R],normal,4.0,Uncommon,Creature — Human Archer,"[Human, Archer]",,2,3,DDN
9967,386305.0,Beetleback Chief,Wayne England,[Red],[R],normal,4.0,Uncommon,Creature — Goblin Warrior,"[Goblin, Warrior]",,2,2,DDN
9968,386339.0,"Krenko, Mob Boss",Karl Kopinski,[Red],[R],normal,4.0,Rare,Legendary Creature — Goblin Warrior,"[Goblin, Warrior]",[Legendary],3,3,DDN
9969,386354.0,Ogre Battledriver,Greg Staples,[Red],[R],normal,4.0,Rare,Creature — Ogre Warrior,"[Ogre, Warrior]",,3,3,DDN
9970,386316.0,Flame-Kin Zealot,Arnie Swekel,"[White, Red]","[W, R]",normal,4.0,Uncommon,Creature — Elemental Berserker,"[Elemental, Berserker]",,2,2,DDN
9971,386363.0,Scourge Devil,Dave Kendall,[Red],[R],normal,5.0,Uncommon,Creature — Devil,[Devil],,3,3,DDN
9972,386355.0,Oni of Wild Places,Mark Tedin,[Red],[R],normal,6.0,Uncommon,Creature — Demon Spirit,"[Demon, Spirit]",,6,5,DDN
9973,386361.0,Reckless Abandon,Ron Spears,[Red],[R],normal,1.0,Common,Sorcery,,,,,DDN
9974,386365.0,Shock,Jon Foster,[Red],[R],normal,1.0,Common,Instant,,,,,DDN
9975,386306.0,Bone Splinters,Cole Eastburn,[Black],[B],normal,1.0,Common,Sorcery,,,,,DDN
9976,386301.0,Arc Trail,Marc Simonetti,[Red],[R],normal,2.0,Uncommon,Sorcery,,,,,DDN
9977,386323.0,Goblin Bombardment,Dave Kendall,[Red],[R],normal,2.0,Uncommon,Enchantment,,,,,DDN
9978,386340.0,Krenko's Command,Karl Kopinski,[Red],[R],normal,2.0,Common,Sorcery,,,,,DDN
9979,386299.0,Act of Treason,Eric Deschamps,[Red],[R],normal,3.0,Common,Sorcery,,,,,DDN
9980,386308.0,Dauntless Onslaught,Peter Mohrbacher,[White],[W],normal,3.0,Uncommon,Instant,,,,,DDN
9981,386356.0,Orcish Cannonade,Pete Venters,[Red],[R],normal,3.0,Common,Instant,,,,,DDN
9982,386315.0,Fiery Fall,Daarken,[Red],[R],normal,6.0,Common,Instant,,,,,DDN
9983,386320.0,Fury of the Horde,Stephen Tappin,[Red],[R],normal,7.0,Rare,Sorcery,,,,,DDN
9984,386304.0,Banefire,Raymond Swanland,[Red],[R],normal,1.0,Rare,Sorcery,,,,,DDN
9985,386311.0,Evolving Wilds,Steven Belledin,,,normal,,Common,Land,,,,,DDN
9986,386321.0,Ghitu Encampment,John Avon,,[R],normal,,Uncommon,Land,,,,,DDN
9987,386353.0,Nomad Outpost,Noah Bradley,,"[R, W, B]",normal,,Uncommon,Land,,,,,DDN
9988,386348.0,Mountain,Jonas De Ro,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDN
9989,386351.0,Mountain,Karl Kopinski,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDN
9990,386349.0,Mountain,Andreas Rocha,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,DDN
9991,386360.0,Plains,Jonas De Ro,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,DDN
9992,386372.0,Swamp,Adam Paquette,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDN
9993,386373.0,Swamp,Jung Park,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDN
9994,386371.0,Swamp,Andreas Rocha,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,DDN
9995,386302.0,Arcanis the Omnipotent,Ryan Alexander Lee,[Blue],[U],normal,6.0,Mythic Rare,Legendary Creature — Wizard,[Wizard],[Legendary],3,4,DDN
9996,386312.0,Faerie Impostor,Johann Bodin,[Blue],[U],normal,1.0,Uncommon,Creature — Faerie Rogue,"[Faerie, Rogue]",,2,1,DDN
9997,386307.0,Coral Trickster,D. Alexander Gregory,[Blue],[U],normal,2.0,Common,Creature — Merfolk Rogue,"[Merfolk, Rogue]",,2,1,DDN
9998,386314.0,Fathom Seer,Ralph Horsley,[Blue],[U],normal,2.0,Common,Creature — Illusion,[Illusion],,1,3,DDN
9999,386336.0,Jeskai Elder,Craig J Spearing,[Blue],[U],normal,2.0,Uncommon,Creature — Human Monk,"[Human, Monk]",,1,2,DDN
10000,386379.0,Willbender,Eric Peterson,[Blue],[U],normal,2.0,Uncommon,Creature — Human Wizard,"[Human, Wizard]",,1,2,DDN
10001,386366.0,Sparkmage Apprentice,Jaime Jones,[Red],[R],normal,2.0,Common,Creature — Human Wizard,"[Human, Wizard]",,1,1,DDN
10002,386344.0,Lone Missionary,Svetlin Velinov,[White],[W],normal,2.0,Common,Creature — Kor Monk,"[Kor, Monk]",,2,1,DDN
10003,386347.0,Master Decoy,Ben Thompson,[White],[W],normal,2.0,Common,Creature — Human Soldier,"[Human, Soldier]",,1,2,DDN
10004,386310.0,Echo Tracer,Scott M. Fischer,[Blue],[U],normal,3.0,Common,Creature — Human Wizard,"[Human, Wizard]",,2,2,DDN
10005,386338.0,Kor Hookmaster,Wayne Reynolds,[White],[W],normal,3.0,Common,Creature — Kor Soldier,"[Kor, Soldier]",,2,2,DDN
10006,386370.0,Stonecloaker,Tomas Giorello,[White],[W],normal,3.0,Uncommon,Creature — Gargoyle,[Gargoyle],,3,2,DDN
